ID	Sentence	AG	US	GRP	OTHER	OPP	SELF	WMN
677	TRUMP : But you look at Dallas , where the relationships were really studied , the relationships were really a beautiful thing , and then five police officers were killed one night very violently .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
678	TRUMP : So there 's some bad things going on .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
679	TRUMP : Some really bad things .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
680	HOLT : Secretary Clinton ...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
681	TRUMP : But we need - Lester , we need law and order .	AG-neutral	US-neutral	NONE	OTHER-neutral	NONE	NONE	NONE
682	TRUMP : And we need law and order in the inner cities , because the people that are most affected by what 's happening are African-American and Hispanic people .	AG-neutral	US-neutral	GRP-neutral	NONE	NONE	NONE	NONE
683	TRUMP : And it 's very unfair to them what our politicians are allowing to happen .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
684	HOLT : Secretary Clinton ?	NONE	NONE	NONE	NONE	NONE	NONE	NONE
685	CLINTON : Well , I 've heard - I 've heard Donald say this at his rallies , and it 's really unfortunate that he paints such a dire negative picture of black communities in our country .	NONE	US-neutral	GRP-neutral	NONE	OPP-negative	SELF-neutral	NONE
686	TRUMP : Ugh .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
687	CLINTON : You know , the vibrancy of the black church , the black businesses that employ so many people , the opportunities that so many families are working to provide for their kids .	NONE	US-positive	GRP-positive	NONE	NONE	NONE	NONE
688	CLINTON : There 's a lot that we should be proud of and we should be supporting and lifting up .	NONE	US-positive	NONE	NONE	NONE	NONE	NONE
689	CLINTON : But we do always have to make sure we keep people safe .	AG-neutral	US-neutral	NONE	NONE	NONE	NONE	NONE
690	CLINTON : There are the right ways of doing it , and then there are ways that are ineffective .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
691	CLINTON : Stop-and-frisk was found to be unconstitutional and , in part , because it was ineffective .	NONE	US-negative	NONE	OTHER-negative	NONE	NONE	NONE
692	CLINTON : It did not do what it needed to do .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
693	CLINTON : Now , I believe in community policing .	NONE	NONE	NONE	OTHER-neutral	NONE	SELF-neutral	NONE
694	CLINTON : And , in fact , violent crime is one-half of what it was in 1991 .	NONE	US-positive	NONE	NONE	NONE	NONE	NONE
695	CLINTON : Property crime is down 40 percent .	NONE	US-positive	NONE	NONE	NONE	NONE	NONE
696	CLINTON : We just do n't want to see it creep back up .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
697	CLINTON : We 've had 25 years of very good cooperation .	NONE	US-positive	NONE	NONE	NONE	NONE	NONE
698	CLINTON : But there were some problems , some unintended consequences .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
699	CLINTON : Too many young African-American and Latino men ended up in jail for nonviolent offenses .	NONE	US-negative	GRP-neutral	NONE	NONE	NONE	NONE
700	CLINTON : And it 's just a fact that if you 're a young African-American man and you do the same thing as a young white man , you are more likely to be arrested , charged , convicted , and incarcerated .	NONE	US-negative	GRP-neutral	NONE	NONE	NONE	NONE
701	CLINTON : So we 've got to address the systemic racism in our criminal justice system .	AG-neutral	US-negative	GRP-neutral	NONE	NONE	NONE	NONE
702	CLINTON : We cannot just say law and order .	AG-neutral	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
703	CLINTON : We have to say - we have to come forward with a plan that is going to divert people from the criminal justice system , deal with mandatory minimum sentences , which have put too many people away for too long for doing too little .	AG-neutral	US-neutral	NONE	NONE	NONE	NONE	NONE
704	CLINTON : We need to have more second chance programs .	AG-neutral	US-negative	NONE	NONE	NONE	NONE	NONE
705	CLINTON : I 'm glad that we 're ending private prisons in the federal system ; I want to see them ended in the state system .	AG-neutral	US-neutral	NONE	NONE	NONE	SELF-neutral	NONE
706	CLINTON : You should n't have a profit motivation to fill prison cells with young Americans .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
707	CLINTON : So there are some positive ways we can work on this .	AG-neutral	NONE	NONE	NONE	NONE	NONE	NONE
708	CLINTON : And I believe strongly that commonsense gun safety measures would assist us .	AG-neutral	US-neutral	NONE	NONE	NONE	SELF-neutral	NONE
709	CLINTON : Right now - and this is something Donald has supported , along with the gun lobby - right now , we 've got too many military-style weapons on the streets .	NONE	US-negative	NONE	NONE	OPP-negative	NONE	NONE
710	CLINTON : In a lot of places , our police are outgunned .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
711	CLINTON : We need comprehensive background checks , and we need to keep guns out of the hands of those who will do harm .	AG-neutral	US-neutral	NONE	NONE	NONE	NONE	NONE
712	CLINTON : And we finally need to pass a prohibition on anyone who 's on the terrorist watch list from being able to buy a gun in our country .	AG-neutral	US-neutral	GRP-negative	NONE	NONE	NONE	NONE
713	CLINTON : If you 're too dangerous to fly , you are too dangerous to buy a gun .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
714	CLINTON : So there are things we can do , and we ought to do it in a bipartisan way .	AG-neutral	NONE	NONE	NONE	NONE	NONE	NONE
715	HOLT : Secretary Clinton , last week , you said we 've got to do everything possible to improve policing , to go right at implicit bias .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
716	HOLT : Do you believe that police are implicitly biased against black people ?	NONE	NONE	NONE	NONE	NONE	NONE	NONE
717	CLINTON : Lester , I think implicit bias is a problem for everyone , not just police .	NONE	US-negative	NONE	OTHER-neutral	NONE	SELF-neutral	NONE
718	CLINTON : I think , unfortunately , too many of us in our great country jump to conclusions about each other .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
719	CLINTON : And therefore , I think we need all of us to be asking hard questions about , you know , why am I feeling this way ?	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
720	CLINTON : But when it comes to policing , since it can have literally fatal consequences , I have said , in my first budget , we would put money into that budget to help us deal with implicit bias by retraining a lot of our police officers .	AG-neutral	US-neutral	NONE	NONE	NONE	SELF-neutral	NONE
721	CLINTON : I 've met with a group of very distinguished , experienced police chiefs a few weeks ago .	NONE	US-positive	NONE	NONE	NONE	SELF-neutral	NONE
722	CLINTON : They admit it 's an issue .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
723	CLINTON : They 've got a lot of concerns .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
724	CLINTON : Mental health is one of the biggest concerns , because now police are having to handle a lot of really difficult mental health problems on the street .	NONE	US-negative	NONE	OTHER-neutral	NONE	NONE	NONE
725	CLINTON : They want support , they want more training , they want more assistance .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
726	CLINTON : And I think the federal government could be in a position where we would offer and provide that .	AG-neutral	US-neutral	NONE	NONE	NONE	NONE	NONE
727	HOLT : Mr. Trump...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
728	TRUMP : I 'd like to respond to that .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
729	HOLT : Please .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
730	TRUMP : First of all , I agree , and a lot of people even within my own party want to give certain rights to people on watch lists and no-fly lists .	NONE	NONE	GRP-neutral	NONE	NONE	SELF-neutral	NONE
731	TRUMP : I agree with you .	NONE	NONE	NONE	NONE	OPP-positive	SELF-neutral	NONE
732	TRUMP : When a person is on a watch list or a no-fly list , and I have the endorsement of the NRA , which I 'm very proud of .	NONE	US-neutral	NONE	OTHER-neutral	NONE	SELF-positive	NONE
733	TRUMP : These are very , very good people , and they 're protecting the Second Amendment .	NONE	US-neutral	NONE	OTHER-positive	NONE	NONE	NONE
734	TRUMP : But I think we have to look very strongly at no-fly lists and watch lists .	AG-neutral	US-neutral	NONE	NONE	NONE	NONE	NONE
735	TRUMP : And when people are on there , even if they should n't be on there , we 'll help them , we 'll help them legally , we 'll help them get off .	NONE	US-positive	NONE	OTHER-neutral	NONE	NONE	NONE
736	TRUMP : But I tend to agree with that quite strongly .	NONE	NONE	NONE	OTHER-positive	NONE	SELF-neutral	NONE
737	TRUMP : I do want to bring up the fact that you were the one that brought up the words super-predator about young black youth .	NONE	NONE	GRP-neutral	NONE	OPP-negative	NONE	NONE
738	TRUMP : And that 's a term that I think was a - it 's - it 's been horribly met , as you know .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
739	TRUMP : I think you 've apologized for it .	NONE	NONE	NONE	NONE	OPP-neutral	NONE	NONE
740	TRUMP : But I think it was a terrible thing to say .	NONE	NONE	NONE	OTHER-negative	NONE	SELF-neutral	NONE
741	TRUMP : And when it comes to stop-and-frisk , you know , you 're talking about takes guns away .	NONE	NONE	NONE	OTHER-neutral	OPP-neutral	NONE	NONE
742	TRUMP : Well , I 'm talking about taking guns away from gangs and people that use them .	AG-neutral	NONE	GRP-negative	NONE	NONE	SELF-neutral	NONE
743	TRUMP : And I do n't think - I really do n't think you disagree with me on this , if you want to know the truth .	NONE	NONE	NONE	NONE	OPP-positive	SELF-neutral	NONE
744	TRUMP : I think maybe there 's a political reason why you ca n't say it , but I really do n't believe - in New York City , stop-and-frisk , we had 2,200 murders , and stop-and-frisk brought it down to 500 murders .	NONE	US-negative	NONE	OTHER-positive	OPP-neutral	SELF-neutral	NONE
745	TRUMP : Five hundred murders is a lot of murders .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
746	TRUMP : It 's hard to believe , 500 is like supposed to be good ?	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
747	TRUMP : But we went from 2,2 to 500 .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
748	TRUMP : And it was continued on by Mayor Bloomberg .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
749	TRUMP : And it was terminated by current mayor .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
750	TRUMP : But stop-and-frisk had a tremendous impact on the safety of New York City .	NONE	US-neutral	NONE	OTHER-neutral	NONE	NONE	NONE
751	TRUMP : Tremendous beyond belief .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
752	TRUMP : So when you say it has no impact , it really did .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
753	TRUMP : It had a very , very big impact .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
754	CLINTON : Well , it 's also fair to say , if we 're going to talk about mayors , that under the current mayor , crime has continued to drop , including murders .	NONE	US-positive	NONE	NONE	OPP-neutral	NONE	NONE
755	CLINTON : So there is ...	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
756	TRUMP : No, you 're wrong .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
757	TRUMP : You 're wrong .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
758	CLINTON : No, I 'm not .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
759	TRUMP : Murders are up .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
760	TRUMP : All right .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
761	TRUMP : You check it .	NONE	NONE	NONE	NONE	OPP-neutral	NONE	NONE
762	CLINTON : New York - New York has done an excellent job .	NONE	US-positive	NONE	NONE	NONE	NONE	NONE
763	CLINTON : And I give credit - I give credit across the board going back two mayors , two police chiefs , because it has worked .	NONE	US-positive	NONE	NONE	NONE	SELF-positive	NONE
764	CLINTON : And other communities need to come together to do what will work , as well .	AG-neutral	US-positive	NONE	NONE	NONE	NONE	NONE
765	CLINTON : Look , one murder is too many .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
766	CLINTON : But it is important that we learn about what has been effective .	AG-neutral	NONE	NONE	NONE	NONE	NONE	NONE
767	CLINTON : And not go to things that sound good that really did not have the kind of impact that we would want .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
768	CLINTON : Who disagrees with keeping neighborhoods safe ?	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
769	CLINTON : But let 's also add , no one should disagree about respecting the rights of young men who live in those neighborhoods .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
770	CLINTON : And so we need to do a better job of working , again , with the communities , faith communities , business communities , as well as the police to try to deal with this problem .	AG-neutral	US-neutral	GRP-neutral	NONE	NONE	NONE	NONE
771	HOLT : This conversation is about race .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
772	HOLT : And so , Mr. Trump , I have to ask you for five ...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
773	TRUMP : I 'd like to just respond , if I might .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
774	HOLT : Please - 20 seconds .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
775	TRUMP : I 'd just like to respond .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
776	HOLT : Please respond , then I 've got a quick follow-up for you .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
777	TRUMP : I will .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
778	TRUMP : Look , the African-American community has been let down by our politicians .	NONE	US-negative	GRP-negative	NONE	NONE	NONE	NONE
779	TRUMP : They talk good around election time , like right now , and after the election , they said , see ya later , I 'll see you in four years .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
780	TRUMP : The African-American community - because - look , the community within the inner cities has been so badly treated .	NONE	US-negative	GRP-neutral	NONE	NONE	NONE	NONE
781	TRUMP : They 've been abused and used in order to get votes by Democrat politicians , because that 's what it is .	NONE	US-negative	NONE	NONE	NONE	NONE	NONE
782	TRUMP : They 've controlled these communities for up to 100 years .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
783	HOLT : Mr. Trump , let me ...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
784	CLINTON : Well , I - I do think ...	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
785	TRUMP : And I will tell you , you look at the inner cities - and I just left Detroit , and I just left Philadelphia , and I just - you know , you 've seen me , I 've been all over the place .	NONE	US-neutral	NONE	NONE	NONE	SELF-positive	NONE
786	TRUMP : You decided to stay home , and that 's OK .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
787	TRUMP : But I will tell you , I 've been all over .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
788	TRUMP : And I 've met some of the greatest people I 'll ever meet within these communities .	NONE	NONE	NONE	OTHER-positive	NONE	SELF-neutral	NONE
789	TRUMP : And they are very , very upset with what their politicians have told them and what their politicians have done .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
790	HOLT : Mr. Trump , I ...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
791	CLINTON : I think - I think - I think Donald just criticized me for preparing for this debate .	NONE	NONE	NONE	NONE	OPP-negative	SELF-neutral	NONE
792	CLINTON : And , yes , I did .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
793	CLINTON : And you know what else I prepared for ?	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
794	CLINTON : I prepared to be president .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
795	CLINTON : And I think that 's a good thing .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
796	HOLT : Mr. Trump , for five years , you perpetuated a false claim that the nation 's first black president was not a natural-born citizen .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
797	HOLT : You questioned his legitimacy .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
798	HOLT : In the last couple of weeks , you acknowledged what most Americans have accepted for years : The president was born in the United States .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
799	HOLT : Can you tell us what took you so long ?	NONE	NONE	NONE	NONE	NONE	NONE	NONE
800	TRUMP : I 'll tell you very - well , just very simple to say .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
801	TRUMP : Sidney Blumenthal works for the campaign and close - very close friend of Secretary Clinton .	NONE	US-neutral	NONE	NONE	OPP-neutral	NONE	NONE
802	TRUMP : And her campaign manager , Patti Doyle , went to - during the campaign , her campaign against President Obama , fought very hard .	NONE	US-neutral	NONE	NONE	OPP-neutral	NONE	NONE
803	TRUMP : And you can go look it up , and you can check it out .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
804	TRUMP : And if you look at CNN this past week , Patti Solis Doyle was on Wolf Blitzer saying that this happened .	NONE	US-neutral	NONE	NONE	NONE	NONE	NONE
805	TRUMP : Blumenthal sent McClatchy , highly respected reporter at McClatchy , to Kenya to find out about it .	NONE	US-neutral	GRP-neutral	NONE	NONE	NONE	NONE
806	TRUMP : They were pressing it very hard .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
807	TRUMP : She failed to get the birth certificate .	NONE	NONE	NONE	OTHER-neutral	OPP-negative	NONE	NONE
808	TRUMP : When I got involved , I did n't fail .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
809	TRUMP : I got him to give the birth certificate .	NONE	NONE	NONE	OTHER-neutral	NONE	SELF-positive	NONE
810	TRUMP : So I 'm satisfied with it .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
811	TRUMP : And I 'll tell you why I 'm satisfied with it .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
812	HOLT : That was ...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
813	TRUMP : Because I want to get on to defeating ISIS , because I want to get on to creating jobs , because I want to get on to having a strong border , because I want to get on to things that are very important to me and that are very important to the country .	AG-positive	US-positive	GRP-neutral	NONE	NONE	SELF-positive	NONE
814	HOLT : I will let you respond .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
815	HOLT : It 's important .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
816	HOLT : But I just want to get the answer here .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
817	HOLT : The birth certificate was produced in 2011 .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
818	HOLT : You 've continued to tell the story and question the president 's legitimacy in 2012 , '13 , '14 , '15 ...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
819	TRUMP : Yeah .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
820	HOLT : ... as recently as January .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
821	HOLT : So the question is , what changed your mind ?	NONE	NONE	NONE	NONE	NONE	NONE	NONE
822	TRUMP : Well , nobody was pressing it , nobody was caring much about it .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
823	TRUMP : I figured you 'd ask the question tonight , of course .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
824	TRUMP : But nobody was caring much about it .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
825	TRUMP : But I was the one that got him to produce the birth certificate .	NONE	NONE	NONE	OTHER-neutral	NONE	SELF-positive	NONE
826	TRUMP : And I think I did a good job .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
827	TRUMP : Secretary Clinton also fought it .	NONE	NONE	NONE	NONE	OPP-neutral	NONE	NONE
828	TRUMP : I mean , you know - now , everybody in mainstream is going to say , oh , that 's not true .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
829	TRUMP : Look , it 's true .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
830	TRUMP : Sidney Blumenthal sent a reporter - you just have to take a look at CNN, the last week , the interview with your former campaign manager .	NONE	US-neutral	NONE	NONE	OPP-neutral	NONE	NONE
831	TRUMP : And she was involved .	NONE	NONE	NONE	NONE	OPP-neutral	NONE	NONE
832	TRUMP : But just like she ca n't bring back jobs , she ca n't produce .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
833	HOLT : I 'm sorry .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
834	HOLT : I 'm just going to follow up - and I will let you respond to that , because there 's a lot there .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
835	HOLT : But we 're talking about racial healing in this segment .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
836	HOLT : What do you say to Americans , people of color who ...	NONE	NONE	NONE	NONE	NONE	NONE	NONE
837	TRUMP : Well , it was very - I say nothing .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
838	TRUMP : I say nothing , because I was able to get him to produce it .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
839	TRUMP : He should have produced it a long time before .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
840	TRUMP : I say nothing .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
841	TRUMP : But let me just tell you .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
842	TRUMP : When you talk about healing , I think that I 've developed very , very good relationships over the last little while with the African-American community .	NONE	US-positive	GRP-positive	NONE	OPP-neutral	SELF-positive	NONE
843	TRUMP : I think you can see that .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
844	TRUMP : And I feel that they really wanted me to come to that conclusion .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
845	TRUMP : And I think I did a great job and a great service not only for the country , but even for the president , in getting him to produce his birth certificate .	NONE	US-neutral	NONE	NONE	NONE	SELF-positive	NONE
846	HOLT : Secretary Clinton ?	NONE	NONE	NONE	NONE	NONE	NONE	NONE
847	CLINTON : Well , just listen to what you heard .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
848	CLINTON : And clearly , as Donald just admitted , he knew he was going to stand on this debate stage , and Lester Holt was going to be asking us questions , so he tried to put the whole racist birther lie to bed .	NONE	NONE	GRP-neutral	NONE	OPP-negative	NONE	NONE
849	CLINTON : But it ca n't be dismissed that easily .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
850	CLINTON : He has really started his political activity based on this racist lie that our first black president was not an American citizen .	NONE	US-neutral	GRP-neutral	NONE	OPP-negative	NONE	NONE
851	CLINTON : There was absolutely no evidence for it , but he persisted , he persisted year after year , because some of his supporters , people that he was trying to bring into his fold , apparently believed it or wanted to believe it .	NONE	NONE	NONE	NONE	OPP-neutral	NONE	NONE
852	CLINTON : But , remember , Donald started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments in one of his developments to African-Americans , and he made sure that the people who worked for him understood that was the policy .	NONE	US-neutral	GRP-neutral	NONE	OPP-negative	NONE	NONE
853	CLINTON : He actually was sued twice by the Justice Department .	NONE	US-neutral	NONE	NONE	OPP-negative	NONE	NONE
854	CLINTON : So he has a long record of engaging in racist behavior .	NONE	NONE	GRP-neutral	NONE	OPP-negative	NONE	NONE
855	CLINTON : And the birther lie was a very hurtful one .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
856	CLINTON : You know , Barack Obama is a man of great dignity .	NONE	US-positive	NONE	NONE	NONE	NONE	NONE
857	CLINTON : And I could tell how much it bothered him and annoyed him that this was being touted and used against him .	NONE	NONE	NONE	OTHER-negative	NONE	SELF-neutral	NONE
858	CLINTON : But I like to remember what Michelle Obama said in her amazing speech at our Democratic National Convention : When they go low , we go high .	NONE	US-positive	NONE	NONE	NONE	SELF-neutral	NONE
859	CLINTON : And Barack Obama went high , despite Donald Trump 's best efforts to bring him down .	NONE	US-positive	NONE	NONE	OPP-negative	NONE	NONE
860	HOLT : Mr. Trump , you can respond and we 're going to move on to the next segment .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
861	TRUMP : I would love to respond .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
862	TRUMP : First of all , I got to watch in preparing for this some of your debates against Barack Obama .	NONE	US-neutral	NONE	NONE	OPP-neutral	SELF-neutral	NONE
863	TRUMP : You treated him with terrible disrespect .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
864	TRUMP : And I watched the way you talk now about how lovely everything is and how wonderful you are .	NONE	NONE	NONE	NONE	OPP-negative	SELF-neutral	NONE
865	TRUMP : It does n't work that way .	NONE	NONE	NONE	OTHER-negative	NONE	NONE	NONE
866	TRUMP : You were after him , you were trying to - you even sent out or your campaign sent out pictures of him in a certain garb , very famous pictures .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
867	TRUMP : I do n't think you can deny that .	NONE	NONE	NONE	NONE	OPP-neutral	SELF-neutral	NONE
868	TRUMP : But just last week , your campaign manager said it was true .	NONE	NONE	NONE	NONE	OPP-neutral	NONE	NONE
869	TRUMP : So when you tried to act holier than thou , it really does n't work .	NONE	NONE	NONE	NONE	OPP-negative	NONE	NONE
870	TRUMP : It really does n't .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
871	TRUMP : Now , as far as the lawsuit , yes , when I was very young , I went into my father 's company , had a real estate company in Brooklyn and Queens , and we , along with many , many other companies throughout the country - it was a federal lawsuit - were sued .	NONE	US-neutral	NONE	NONE	NONE	SELF-neutral	NONE
872	TRUMP : We settled the suit with zero - with no admission of guilt .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
873	TRUMP : It was very easy to do .	NONE	NONE	NONE	OTHER-neutral	NONE	NONE	NONE
874	TRUMP : I notice you bring that up a lot .	NONE	NONE	NONE	NONE	OPP-neutral	SELF-neutral	NONE
875	TRUMP : And , you know , I also notice the very nasty commercials that you do on me in so many different ways , which I do n't do on you .	NONE	NONE	NONE	NONE	OPP-negative	SELF-positive	NONE
876	TRUMP : Maybe I 'm trying to save the money .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
877	TRUMP : But , frankly , I look - I look at that , and I say , is n't that amazing ?	NONE	NONE	NONE	OTHER-positive	NONE	SELF-neutral	NONE
878	TRUMP : Because I settled that lawsuit with no admission of guilt , but that was a lawsuit brought against many real estate firms , and it 's just one of those things .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
879	TRUMP : I 'll go one step further .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
880	TRUMP : In Palm Beach , Florida , tough community , a brilliant community , a wealthy community , probably the wealthiest community there is in the world , I opened a club , and really got great credit for it .	NONE	US-positive	NONE	NONE	NONE	SELF-positive	NONE
881	TRUMP : No discrimination against African-Americans , against Muslims , against anybody .	NONE	NONE	GRP-positive	NONE	NONE	NONE	NONE
882	TRUMP : And it 's a tremendously successful club .	NONE	NONE	NONE	OTHER-positive	NONE	NONE	NONE
883	TRUMP : And I 'm so glad I did it .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
884	TRUMP : And I have been given great credit for what I did .	NONE	NONE	NONE	NONE	NONE	SELF-positive	NONE
885	TRUMP : And I 'm very , very proud of it .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
886	TRUMP : And that 's the way I feel .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
887	TRUMP : That is the true way I feel .	NONE	NONE	NONE	NONE	NONE	SELF-neutral	NONE
888	HOLT : Our next segment is called " Securing America . "	NONE	NONE	NONE	NONE	NONE	NONE	NONE
889	HOLT : We want to start with a 21st century war happening every day in this country .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
890	HOLT : Our institutions are under cyber attack , and our secrets are being stolen .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
891	HOLT : So my question is , who 's behind it ?	NONE	NONE	NONE	NONE	NONE	NONE	NONE
892	HOLT : And how do we fight it ?	NONE	NONE	NONE	NONE	NONE	NONE	NONE
893	HOLT : Secretary Clinton , this answer goes to you .	NONE	NONE	NONE	NONE	NONE	NONE	NONE
894	CLINTON : Well , I think cyber security , cyber warfare will be one of the biggest challenges facing the next president , because clearly we 're facing at this point two different kinds of adversaries .	NONE	US-neutral	NONE	OTHER-neutral	NONE	NONE	NONE
895	CLINTON : There are the independent hacking groups that do it mostly for commercial reasons to try to steal information that they can use to make money .	NONE	NONE	GRP-negative	NONE	NONE	NONE	NONE
896	CLINTON : But increasingly , we are seeing cyber attacks coming from states , organs of states .	NONE	NONE	GRP-negative	NONE	NONE	NONE	NONE
897	CLINTON : The most recent and troubling of these has been Russia .	NONE	NONE	GRP-neutral	NONE	NONE	NONE	NONE
